,Make,Series,Model,Manufacturer code,First registration date,Year of manufacture,Mileage (read),Chassis number,Engine number,Gearbox number,Matching numbers,Previous owners,Body style,Power (kW/hp),Cubic capacity (ccm),Cylinders,Doors,Steering,Gearbox,Gears,Transmission,Front breaks,Rear breaks,Fuel type,Price (£)
5220,FIAT,C-Class,500 F,Serie II,03/1970,1970,"139,000 km",Not provided,Not provided,Not provided,No,Not provided,Saloon (2-doors),13/18,499,2,2,Left (LHD),Manual,4,Rear,Not provided,Not provided,Petrol,"8,615"
5221,FIAT,911,500 R,W 201,06/1973,1973,"136,000 km",Not provided,Not provided,Not provided,No,Not provided,Saloon (2-doors),13/18,594,2,2,Left (LHD),Manual,4,Rear,Not provided,Not provided,Petrol,"8,615"
5222,Volkswagen,Spider,Polo II Coupe 1.0,Typ 11,05/1992,1992,"88,000 km",Not provided,Not provided,Not provided,No,Not provided,Coupe,33/45,1043,4,3,Left (LHD),Manual,Not provided,Front,Not provided,Not provided,Not provided,"2,524"
5223,FIAT,SL-Class,500 L,"""Urmodell""",11/1970,1970,"76,000 km",Not provided,Not provided,Not provided,No,Not provided,Saloon (2-doors),13/18,499,2,2,Left (LHD),Manual,4,Rear,Drum,Drum,Petrol,"8,615"
5224,Rover,Fulvia,416 Si,Mark V,06/1998,1998,"91,000 km",Not provided,Not provided,Not provided,No,Not provided,Convertible,82/111,1600,4,2,Left (LHD),Manual,Not provided,Front,Disc,Disc,Petrol,"3,394"
5225,Volkswagen,Giulia,Golf III 1.4,DM,12/1992,1992,"123,000 km",Not provided,Not provided,Not provided,No,Not provided,Saloon,44/60,1391,4,5,Left (LHD),Manual,Not provided,Front,Disc,Drum,Petrol,"1,653"
5226,Volkswagen,Sebring,Polo II Coupe 1.0,C 190,06/1986,1986,"74,000 km",Not provided,Not provided,Not provided,No,Not provided,Coupe,33/45,1043,4,3,Left (LHD),Manual,Not provided,Front,Not provided,Not provided,Not provided,"2,524"
5227,Alfa Romeo,Giulia,Alfetta Quadrifoglio Oro,R 107,05/1983,1983,"43,000 km",Not provided,Not provided,Not provided,No,Not provided,Saloon,96/131,1962,4,4,Left (LHD),Manual,Not provided,Rear,Not provided,Not provided,Not provided,"13,837"
5228,MG,Mustang,TF 135,R 170,09/2003,2003,"104,901 km",Not provided,Not provided,Not provided,No,3,Convertible (Roadster),100/136,1796,4,2,Left (LHD),Manual,5,Rear,Disc,Disc,Petrol,"9,486"
5229,Triumph,911,TR 250,S30,02/1968,1968,"38,177 mls",Not provided,Not provided,Not provided,No,1,Convertible,77/105,2498,6,2,Left (LHD),Manual,Not provided,Rear,Not provided,Not provided,Petrol,"42,554"
5230,MG,911,TF 135,B Serie IV,09/2002,2002,"120,388 km",Not provided,Not provided,Not provided,No,6,Convertible (Roadster),100/136,1796,4,2,Left (LHD),Manual,5,Rear,Disc,Disc,Petrol,"6,005"
5231,FIAT,911,Spider 2000,R 107,02/1981,1981,"216,789 mls",Not provided,Not provided,Not provided,No,2,Convertible (Roadster),76/103,1995,4,2,Left (LHD),Manual,Not provided,Rear,Disc,Disc,Petrol,"8,615"
5232,Chevrolet,SL-Class,Corvair Monza Convertible,Serie III,02/1966,1966,"50,165 mls",Not provided,Not provided,Not provided,No,> 6,Convertible,82/112,2683,6,2,Left (LHD),Automatic,Not provided,Not provided,Not provided,Not provided,Petrol,"11,226"
5233,Datsun,Seven,240 Z,R 107,11/1971,1971,"4,999 mls",Not provided,Not provided,Not provided,No,3,Coupe,111/151,2393,6,2,Left (LHD),Manual,Not provided,Rear,Disc,Drum,Petrol,"43,424"
5234,DeSoto,XK,Custom Convertible Coupe,986,01/1951,1951,Not provided,Not provided,Not provided,Not provided,No,Not provided,Convertible,85/116,4106,6,2,Left (LHD),Automatic,Not provided,Rear,Drum,Drum,Petrol,"100,512"
5235,BMW,911,325i,Tipo 916,03/1993,1993,"261,000 km",Not provided,Not provided,Not provided,No,2,Coupe,141/192,2494,6,2,Left (LHD),Manual,Not provided,Rear,Disc,Disc,Petrol,"10,356"
5236,BMW,Boxster,1502,V 220,06/1977,1977,"128,417 km",Not provided,Not provided,Not provided,No,> 6,Saloon (2-doors),55/75,1574,4,0,Left (LHD),Manual,4,Rear,Disc,Not provided,Petrol,"13,045"
5237,Mini,Vanquish,1100 Special,Tipo 916,09/1979,1979,"3,456 km",Not provided,Not provided,Not provided,No,4,Convertible,33/45,1098,4,2,Left (LHD),Manual,Not provided,Front,Not provided,Not provided,Petrol,"7,745"
5238,Chevrolet,Continental,Camaro,E46,02/1979,1979,"57,359 mls",Not provided,Not provided,Not provided,No,2,Coupe,107/145,5000,8,2,Left (LHD),Automatic,Not provided,Rear,Not provided,Not provided,Not provided,"21,669"
5239,Morris,Gallardo,Minor 1000 Traveller,XJ40,08/1968,1968,"39,130 mls",Not provided,Not provided,Not provided,No,4,Estate,35/48,1098,4,3,Left (LHD),Manual,Not provided,Rear,Drum,Drum,Petrol,"6,005"
5240,Porsche,Vantage,912,SR,02/1967,1967,"92,672 mls",Not provided,Not provided,Not provided,No,> 6,Coupe,75/102 (Factory: 66/90),1582,4,2,Left (LHD),Manual,4,Rear,Disc,Not provided,Petrol,"60,829"
5241,Ford,488,Mustang 289,Serie II,02/1966,1966,"9,221 mls",Not provided,Not provided,Not provided,No,6,Coupe (Fastback),221/300 (Factory: 149/203),4700,8,2,Left (LHD),Automatic,Not provided,Rear,Not provided,Not provided,Petrol,"28,631"
5242,Mercedes-Benz,G-Class,450 SL,2400C,02/1973,1973,"127,532 mls",Not provided,Not provided,Not provided,No,> 6,Convertible (Roadster),165/225,4500,8,2,Left (LHD),Automatic,3,Rear,Disc,Disc,Petrol,"6,875"
5243,BMW,911,2002,Typ 120,02/1974,1974,"93,627 mls",Not provided,Not provided,Not provided,No,> 6,Saloon (2-doors),74/100,2000,4,2,Left (LHD),Automatic,Not provided,Rear,Disc,Not provided,Petrol,"10,356"
5244,Volvo,TT,245 GLE,C3 Serie II,06/1982,1982,"312,562 km",Not provided,Not provided,Not provided,No,> 6,Estate,96/131 (Factory: 85/116),2300,4,4,Left (LHD),Manual,Not provided,Rear,Disc,Disc,Petrol,"9,486"
5245,MG,911,MGB,Serie 3,06/1969,1969,"32,251 mls",Not provided,Not provided,Not provided,No,> 6,Convertible (Roadster),71/96,1800,4,2,Left (LHD),Manual,Not provided,Rear,Disc,Drum,Petrol,"17,318"
5246,MG,123,MGB GT,Serie II,10/1973,1973,"10,907 mls",Not provided,Not provided,Not provided,No,> 6,Coupe,71/96,1798,4,2,Left (LHD),Manual,Not provided,Rear,Not provided,Not provided,Petrol,"21,669"
5247,Triumph,SL-Class,TR 3A,Typ 111,06/1958,1958,"43,489 km",Not provided,Not provided,Not provided,No,2,Convertible (Roadster),74/100,2000,4,2,Left (LHD),Manual,4,Rear,Disc,Drum,Petrol,"30,371"
5248,Mini,911,Cooper Countryman,W 111,08/2011,2011,"131,527 km",Not provided,Not provided,Not provided,No,3,4x4,90/122,1598,4,5,Left (LHD),Manual,6,Front,Disc,Disc,Petrol,"11,226"
5249,Suzuki,P 1800,Alto,DS,01/2014,2014,"70,382 km",Not provided,Not provided,Not provided,No,2,Small car (Small Car),50/68,996,3,5,Left (LHD),Manual,5,Front,Disc,Disc,Petrol,"5,874"
5250,Mini,Z3,"1,3i SPi",150,09/1996,1996,"65,715 km",Not provided,Not provided,Not provided,No,> 6,Convertible,46/63,1275,4,2,Left (LHD),Manual,Not provided,Front,Not provided,Not provided,Petrol,"24,279"
5251,Rover,SL-Class,"Mini Cooper 1,3",MKI,07/1991,1991,"24,648 km",Not provided,Not provided,Not provided,No,6,Small car (Small Car),46/63,1275,4,2,Left (LHD),Manual,4,Front,Not provided,Not provided,Petrol,"11,226"
5252,Austin-Healey,911,100/4 (BN2),ADO 30,Not provided,1955,Not provided,Not provided,Not provided,Not provided,No,Not provided,Convertible,66/90,2660,4,2,Left (LHD),Manual,4,Rear,Drum,Drum,Petrol,rice on request
5253,Rover,Mk II,Mini Mayfair,Serie I,01/1989,1989,"32,661 km",Not provided,Not provided,Not provided,No,4,Saloon,30/41,998,4,2,Left (LHD),Manual,4,Front,Not provided,Not provided,Petrol,"11,226"
5254,Mini,P 1800,1000,W 113,07/1985,1985,"69,074 km",Not provided,Not provided,Not provided,No,5,Saloon (2-doors),29/40,998,4,2,Left (LHD),Manual,4,Front,Not provided,Not provided,Petrol,"11,226"
5255,Mini,Spider,1000,C2,01/1987,1987,"30,451 km",Not provided,Not provided,Not provided,No,> 6,Saloon (2-doors),29/40,998,4,2,Left (LHD),Manual,4,Front,Not provided,Not provided,Petrol,"12,966"
5256,Rover,911,Mini 1.3i,"""G-Modell""",10/1992,1992,"40,557 km",Not provided,Not provided,Not provided,No,> 6,Saloon (Small Car),39/53,1275,4,2,Left (LHD),Manual,Not provided,Front,Disc,Not provided,Petrol,"5,004"
5257,Innocenti,Land Cruiser,Mini Cooper 1300,AM115,07/1974,1974,"15,191 km",Not provided,Not provided,Not provided,No,> 6,Saloon (2-doors),52/71,1275,4,2,Left (LHD),Manual,4,Front,Disc,Drum,Petrol,"15,577"
5258,MG,Giulietta,MGB,Tipo 101.21,04/1967,1967,"25,611 mls",Not provided,Not provided,Not provided,No,4,Convertible (Roadster),71/96,1798,4,2,Left (LHD),Manual,4,Rear,Not provided,Not provided,Petrol,"25,150"
5259,MG,Alpine,MGB GT,Typ 1900,06/1974,1974,"58,574 km",Not provided,Not provided,Not provided,No,2,Coupe,71/96,1798,4,2,Left (LHD),Manual,Not provided,Rear,Not provided,Not provided,Petrol,"6,961"
5260,MG,3500 GT,MGB,Typ 532,02/1964,1964,"19,635 mls",Not provided,Not provided,Not provided,No,3,Convertible (Roadster),71/96,1798,4,2,Left (LHD),Manual,4,Rear,Not provided,Not provided,Petrol,"21,669"
5261,Porsche,5 Series,924 S,W 113,11/1987,1987,"131,756 km",Not provided,Not provided,Not provided,No,> 6,Coupe,118/160,2479,4,2,Left (LHD),Manual,5,Rear,Disc,Disc,Petrol,"12,096"
5262,FIAT,E-Type,500 L,W 116,09/1969,1969,"55,303 km",Not provided,Not provided,Not provided,No,1,Saloon (2-doors),13/18,499,2,2,Left (LHD),Manual,4,Rear,Drum,Drum,Petrol,"6,875"
5263,Mercedes-Benz,Matador,SLK 200,B Serie III,05/2011,2011,"137,602 km",Not provided,Not provided,Not provided,No,> 6,Convertible (Roadster),135/184,1796,4,2,Left (LHD),Manual,Not provided,Rear,Disc,Disc,Petrol,"19,058"
5264,Honda,SL-Class,HR-V 1.6i 2WD,W 111,07/2001,2001,"209,849 km",Not provided,Not provided,Not provided,No,6,4x4,77/105,1590,4,5,Left (LHD),Manual,Not provided,Front,Disc,Drum,Petrol,"3,394"
5265,Mazda,Seven,MX-5 1.6,W 198 II,02/1990,1990,"12,345 km",Not provided,Not provided,Not provided,No,> 6,Convertible (Roadster),85/115,1598,4,2,Left (LHD),Manual,5,Rear,Disc,Disc,Petrol,"4,727"
5266,MG,Seven,MGB GT,150,09/1973,1973,"69,108 km",Not provided,Not provided,Not provided,No,> 6,Coupe,71/96,1800,4,3,Left (LHD),Manual,Not provided,Rear,Not provided,Not provided,Petrol,"8,615"
5267,Mini,Seven,Cooper 1.3i MPI,R 230,11/1997,1997,"30,539 km",Not provided,Not provided,Not provided,No,> 6,Small car (Small Car),46/63,1275,4,2,Left (LHD),Manual,Not provided,Front,Disc,Disc,Petrol,"19,058"
5268,Mini,Seven,Cooper 1.3i MPI,Serie II,07/1998,1998,"60,290 km",Not provided,Not provided,Not provided,No,> 6,Small car (Small Car),46/63,1275,4,0,Left (LHD),Manual,Not provided,Front,Disc,Disc,Petrol,"26,020"
5269,Volkswagen,Range Rover,Golf Mk I GTI Pirelli 1.8,P120,06/1983,1983,"232,270 km",Not provided,Not provided,Not provided,No,6,Saloon (3-doors),82/112,1781,4,3,Left (LHD),Manual,Not provided,Front,Not provided,Not provided,Not provided,"21,669"
5270,Volkswagen,Mustang,Golf Mk I Convertible 1.8,Mustang I Serie 1 | A-Code,02/1992,1992,"155,708 km",Not provided,Not provided,Not provided,No,> 6,Convertible,72/98,1781,4,2,Left (LHD),Manual,Not provided,Front,Disc,Disc,Petrol,"8,615"
5271,Volkswagen,E-Type,T3 Transporter TD 1.6,W 116,06/1987,1987,"229,757 km",Not provided,Not provided,Not provided,No,> 6,Utility Vehicle (Panel Van),51/70,1600,4,4,Left (LHD),Manual,4,Not provided,Disc,Drum,Not provided,"6,005"
5272,Mazda,Transporter,MX-5 1.6,Serie I,01/1999,1999,"185,748 km",Not provided,Not provided,Not provided,No,2,Convertible (Roadster),81/110,1597,4,2,Left (LHD),Manual,5,Rear,Disc,Disc,Petrol,"5,134"
5273,Mazda,Transporter,MX-5 1.8,W 121 B II,08/2008,2008,"154,527 km",Not provided,Not provided,Not provided,No,> 6,Convertible (Roadster),93/126,1798,4,0,Left (LHD),Manual,Not provided,Rear,Disc,Disc,Petrol,"10,356"
5274,Saab,280,900 Turbo S,W 201,06/1990,1990,"154,539 mls",Not provided,Not provided,Not provided,No,1,Convertible,118/160,1985,4,2,Left (LHD),Automatic,5,Front,Disc,Disc,Petrol,"12,096"
5275,TVR,SL-Class,"Chimaera 4,0",924,08/1993,1993,"48,707 mls",Not provided,Not provided,Not provided,No,2,Convertible,154/209 (Factory: 177/240),3950,8,2,Left (LHD),Manual,5,Rear,Disc,Disc,Petrol,"17,318"
5276,Mini,SL-Class,Cooper Countryman,S 124,01/2011,2011,"126,616 km",Not provided,Not provided,Not provided,No,> 6,4x4,90/122,1598,4,5,Left (LHD),Manual,6,Front,Disc,Disc,Petrol,"11,226"
5277,MG,3.0,MGB GT,944,11/1973,1973,"7,889 km",Not provided,Not provided,Not provided,No,3,Coupe,71/96,1798,4,2,Left (LHD),Manual,Not provided,Rear,Not provided,Not provided,Petrol,"26,020"
5278,MG,911,MGB GT,Typ 11,02/1972,1972,"71,310 mls",Not provided,Not provided,Not provided,No,4,Coupe,71/96,1798,4,2,Left (LHD),Manual,Not provided,Rear,Not provided,Not provided,Petrol,"17,318"
5279,Triumph,XK,TR 3A,964,06/1959,1959,"23,722 mls",Not provided,Not provided,Not provided,No,2,Convertible (Roadster),74/100,1991,4,2,Left (LHD),Manual,4,Rear,Disc,Drum,Petrol,"24,279"
5280,Suzuki,911,SJ Samurai,Serie I,02/1985,1995,"11,002 km",Not provided,Not provided,Not provided,No,> 6,4x4 (Open),51/69 (Factory: 44/60),1298,4,2,Left (LHD),Manual,Not provided,4WD,Disc,Disc,Petrol,"12,966"
5281,MG,1.5 Litre,MGB,R 107,06/1973,1973,"39,080 km",Not provided,Not provided,Not provided,No,3,Convertible (Roadster),71/96,1798,4,2,Left (LHD),Manual,Not provided,Rear,Disc,Not provided,Petrol,"19,928"
5282,Mercury,Mk II,Capri XR2,Serie III,02/1993,1993,"95,226 mls",Not provided,Not provided,Not provided,No,5,Convertible,75/102 (Factory: 99/134),1598,4,2,Left (LHD),Manual,5,Front,Disc,Disc,Petrol,"3,394"
5283,Mercedes-Benz,3000,450 SLC,B Serie IV,12/1978,1978,"56,250 km",Not provided,Not provided,Not provided,Yes,2,Coupe,160/217,4520,8,2,Left (LHD),Automatic,3,Rear,Disc,Disc,Petrol,"65,250"
5284,Mercedes-Benz,DB 2/4,CL 500,C 197,10/1997,1997,"51,300 km",Not provided,Not provided,Not provided,Yes,2,Coupe,235/320,4973,8,2,Left (LHD),Automatic,Not provided,Rear,Disc,Disc,Petrol,"47,845"
5285,Ford,XJ,Streetka,"""Urmodell""",03/2003,2003,"229,889 km",Not provided,Not provided,Not provided,No,1,Small car (Convertible),70/95,1597,4,2,Left (LHD),Manual,5,Front,Disc,Disc,Petrol,"3,394"
5286,Mercedes-Benz,Vantage,AMG E 63 S 4MATIC+ T,Serie II,10/2018,2018,"43,400 km",Not provided,Not provided,Not provided,Yes,2,Estate,450/612,3982,8,5,Left (LHD),Automatic,9,4WD,Disc,Disc,Petrol,"65,433"
5287,MG,Dino,MGC GT,150,02/1969,1969,"33,363 mls",Not provided,Not provided,Not provided,No,> 6,Coupe,108/147,3000,6,2,Left (LHD),Automatic,Not provided,Rear,Disc,Drum,Petrol,"7,745"
5288,Triumph,Ambassador,TR 4A,Tipo 290,02/1966,1966,"71,034 mls",Not provided,Not provided,Not provided,No,> 6,Convertible,76/104,2138,4,0,Left (LHD),Manual,Not provided,Rear,Not provided,Not provided,Petrol,"19,928"
5289,Ford,Dino,Mustang 289,Mk IV,02/1965,1965,"59,508 mls",Not provided,Not provided,Not provided,No,> 6,Coupe (Hardtop),149/203,4700,8,2,Left (LHD),Automatic,Not provided,Rear,Drum,Drum,Petrol,"24,279"
5290,Volvo,Jupiter,1800 E,Typ 121,02/1971,1971,"84,166 mls",Not provided,Not provided,Not provided,No,3,Coupe,91/124,1987,4,2,Left (LHD),Manual,Not provided,Rear,Not provided,Not provided,Petrol,"34,722"
5291,FIAT,XK,Barchetta,Typ 113,02/2005,2005,"126,928 km",Not provided,Not provided,Not provided,No,> 6,Convertible (Roadster),96/131,1747,4,2,Left (LHD),Manual,5,Front,Disc,Disc,Petrol,"8,615"
5292,MG,XK,Midget 1500,Mk II,06/1979,1979,"66,431 mls",Not provided,Not provided,Not provided,No,2,Convertible (Roadster),51/69,1500,4,2,Left (LHD),Manual,Not provided,Rear,Not provided,Not provided,Petrol,"12,096"
5293,MG,XJ,F 1.8i,996,07/2000,2000,"77,384 km",Not provided,Not provided,Not provided,No,6,Convertible,88/120,1796,4,2,Left (LHD),Manual,5,Rear,Disc,Disc,Petrol,"6,875"
5294,Mazda,R8,MX-5 1.6,R 197,06/2000,2000,"215,346 km",Not provided,Not provided,Not provided,No,1,Convertible (Roadster),81/110,1597,4,2,Left (LHD),Manual,5,Rear,Disc,Disc,Petrol,"6,005"
5295,Audi,356,TT 1.8 T,Tipo 939,04/2002,2002,"160,504 km",Not provided,Not provided,Not provided,No,> 6,Convertible (Roadster),132/180,1781,4,2,Left (LHD),Manual,Not provided,Not provided,Disc,Disc,Petrol,"9,572"
5296,MG,2 CV,MGB,W 211,06/1980,1980,"65,084 mls",Not provided,Not provided,Not provided,No,4,Convertible (Roadster),63/86,1798,4,2,Left (LHD),Manual,Not provided,Rear,Disc,Not provided,Petrol,"15,577"
5297,Volkswagen,Mk IV,Golf Mk I GTI 1.8,Series 40/46S,06/1983,1983,"146,316 mls",Not provided,Not provided,Not provided,No,> 6,Saloon (2-doors),82/112,1781,4,3,Left (LHD),Manual,Not provided,Front,Disc,Not provided,Petrol,"17,318"
5298,Triumph,C/K,TR 250,Serie 3,06/1968,1968,"80,141 km",Not provided,Not provided,Not provided,No,1,Convertible,77/105,2498,6,2,Left (LHD),Manual,Not provided,Rear,Not provided,Not provided,Petrol,"39,073"
5299,Triumph,L 311,TR 250,W 111,02/1968,1968,"91,455 mls",Not provided,Not provided,Not provided,No,1,Convertible,77/105,2498,6,2,Left (LHD),Manual,Not provided,Rear,Not provided,Not provided,Petrol,"43,424"
5300,Mercedes-Benz,L 311,SLK 200,140,07/1998,1998,"61,021 km",Not provided,Not provided,Not provided,No,4,Convertible (Roadster),100/136,1998,4,2,Left (LHD),Automatic,Not provided,Rear,Disc,Disc,Petrol,"11,226"
5301,Volkswagen,D-Frontlenker,Golf Mk I 1.5,140,01/1982,1982,"100,918 km",Not provided,Not provided,Not provided,No,> 6,Saloon,40/54 (Factory: 51/69),1457,4,0,Left (LHD),Manual,Not provided,Front,Disc,Not provided,Petrol,"6,005"
5302,MG,F 2000,MGB,Serie II,02/1965,1965,"26,826 mls",Not provided,Not provided,Not provided,No,> 6,Convertible (Roadster),71/96,1800,4,2,Left (LHD),Manual,4,Rear,Not provided,Not provided,Petrol,"6,961"
5303,Mercedes-Benz,Diablo,SLK 200,W 113,04/2012,2012,"120,794 km",Not provided,Not provided,Not provided,No,> 6,Convertible (Roadster),135/184,1796,4,2,Left (LHD),Manual,Not provided,Rear,Disc,Disc,Petrol,"19,928"
5304,BMW,Islero,Z4 sDrive23i,Typ 328,02/2011,2011,"219,441 km",Not provided,Not provided,Not provided,No,> 6,Convertible (Roadster),150/204,2497,6,2,Left (LHD),Automatic,Not provided,Rear,Disc,Disc,Petrol,"16,447"
5305,Triumph,SL-Class,TR 6,928,06/1973,1973,"7,909 km",Not provided,Not provided,Not provided,No,2,Convertible (Roadster),78/106,2498,6,2,Left (LHD),Manual,4,Rear,Disc,Drum,Petrol,"12,966"
5306,BMW,356,Z3 2.0,Typ 101,03/2000,2000,"169,310 km",Not provided,Not provided,Not provided,No,4,Convertible (Roadster),110/150,1991,6,2,Left (LHD),Manual,Not provided,Rear,Disc,Disc,Petrol,"12,096"
5307,Volkswagen,911,Golf Mk II GTi 1.8,Typ 118,01/1987,1987,"324,782 km",Not provided,Not provided,Not provided,No,6,Saloon,79/107,1781,4,3,Left (LHD),Manual,Not provided,Front,Disc,Not provided,Petrol,"7,745"
5308,BMW,XK,118i,C 126,01/2009,2009,"135,063 km",Not provided,Not provided,Not provided,No,> 6,Convertible,105/143,1995,4,2,Left (LHD),Manual,Not provided,Rear,Disc,Disc,Petrol,"11,226"
5309,Mazda,Defender,MX-5 1.6,928,05/2003,2003,"113,200 km",Not provided,Not provided,Not provided,No,6,Convertible (Roadster),81/110,1598,4,2,Left (LHD),Manual,5,Rear,Disc,Disc,Petrol,"9,486"
5310,MG,911,MGB,C 204,02/1974,1974,"95,369 km",Not provided,Not provided,Not provided,No,> 6,Convertible (Roadster),71/96,1800,4,2,Left (LHD),Manual,Not provided,Rear,Disc,Not provided,Petrol,"21,669"
5311,Mazda,100,MX-5 1.6,996,09/1995,1995,"175,530 km",Not provided,Not provided,Not provided,No,5,Convertible (Roadster),66/90,1598,4,2,Left (LHD),Manual,5,Rear,Not provided,Not provided,Petrol,"7,745"
5312,BMW,Eldorado,Z3 2.8,Serie I,03/1997,1997,"113,727 km",Not provided,Not provided,Not provided,No,> 6,Convertible (Roadster),141/192,2793,6,2,Left (LHD),Manual,Not provided,Rear,Disc,Disc,Petrol,"14,707"
5313,FIAT,SLK,Barchetta,C 114/3,04/1996,1996,"115,894 km",Not provided,Not provided,Not provided,No,3,Convertible (Roadster),96/131,1747,4,2,Left (LHD),Manual,5,Front,Disc,Disc,Petrol,"6,005"
5314,Austin-Healey,250,Sprite Mk II (HAN7),"""Urmodell""",07/1962,1962,"12,345 km",Not provided,Not provided,Not provided,No,> 6,Convertible (Roadster),40/55,1098,4,2,Left (LHD),Manual,Not provided,Rear,Drum,Drum,Petrol,"2,524"
5315,Mercedes-Benz,Ventura,SLK 200,X350,10/2011,2011,"137,616 km",Not provided,Not provided,Not provided,No,> 6,Convertible (Roadster),135/184,1991,4,0,Left (LHD),Manual,Not provided,Rear,Disc,Disc,Petrol,"18,188"
5316,Volkswagen,Mini,Beetle 1.2 TSI,Mark II,03/2013,2013,"151,038 km",Not provided,Not provided,Not provided,No,> 6,Convertible,77/105,1200,4,2,Left (LHD),Manual,Not provided,Front,Disc,Not provided,Petrol,"15,577"
5317,Volkswagen,SL-Class,Beetle 1.2 TSI,Serie I,09/2014,2014,"148,500 km",Not provided,Not provided,Not provided,No,> 6,Convertible,77/105,1200,4,2,Left (LHD),Manual,Not provided,Front,Disc,Not provided,Petrol,"16,447"
5318,Triumph,DB 9,TR 7 Europa,E30,02/1981,1981,"77,603 km",Not provided,Not provided,Not provided,No,> 6,Convertible,77/105,1998,4,0,Left (LHD),Manual,Not provided,Rear,Disc,Not provided,Petrol,"7,745"
5319,Mercedes-Benz,SL-Class,SLK 200 Kompressor,Series III,11/2001,2001,"200,095 km",Not provided,Not provided,Not provided,No,2,Convertible (Roadster),120/163,1998,4,2,Left (LHD),Manual,Not provided,Rear,Disc,Disc,Petrol,"6,005"
5320,Austin-Healey,SL-Class,Sprite Mk I,C2,07/1958,1958,"2,433 km",Not provided,Not provided,Not provided,No,4,Convertible (Roadster),32/44,948,4,2,Left (LHD),Manual,4,Rear,Disc,Drum,Petrol,"24,279"
5321,MG,SL-Class,MGB GT,W 116,10/1975,1975,"19,137 km",Not provided,Not provided,Not provided,No,2,Coupe,71/96,1798,4,2,Left (LHD),Manual,5,Rear,Disc,Drum,Petrol,"19,928"
5322,BMW,SL-Class,118i,993,10/2009,2009,"138,321 km",Not provided,Not provided,Not provided,No,> 6,Convertible,105/143,1995,4,2,Left (LHD),Manual,Not provided,Rear,Disc,Disc,Petrol,"11,226"
5323,Land Rover,Phantom,88,5th generation,07/1979,1979,"84,840 km",Not provided,Not provided,Not provided,No,3,4x4,57/77,2286,4,3,Left (LHD),Manual,Not provided,4WD,Not provided,Not provided,Petrol,"12,096"
